Theories,Time
"[['absolute'], ['utility', 'wellbeing']]",23.150835
"[['utility', 'wellbeing', 'absolute']]",24.7236084
"[['utility', 'wellbeing'], ['absolute']]",23.606573400000002
"[['utility', 'wellbeing']]",20.894019
"[['utility'], ['wellbeing']]",19.5743422
"[['wellbeing'], ['utility']]",20.2979288
